,sentence,intent
8959,SNS 시간낭비인데 자꾸 보게됨,normal
8960,구여친이랑 헤어진지 꽤 됐는데 좋아하는 사람이 없음.,normal
8961,나만 그대로다,normal
8962,헤어지고 추가 이야기 너무 힘이들어,normal
8963,완전 좌절이다.,normal
8964,건강 관리,normal
8965,앞으로 나가지 않고 이렇게만 살고싶어,normal
8966,출근하기 싫어,normal
8967,친구에게 물어 봐야겠다,normal
8968,진짜 끝,normal
8969,썸타는 사람이 많은 거 같은데,normal
8970,나 자꾸 놀리는 애가 있는데 나 좋아하는건가.,normal
8971,나만 왜 이렇게 사랑이 힘들까,normal
8972,혼자 축구 보는 중,normal
8973,먹을 거 뭐 없나,normal
8974,웃겨봐,normal
8975,친구한테 자꾸 쌓인다,normal
8976,사랑이 안 변했으면 좋겠다,normal
8977,상황이 힘들어서 헤어진다,normal
8978,나도 위로 받고 싶다,normal
8979,야식 먹고 싶어.엉엉,normal
8980,영화볼때 너무 목소리가 큰 남자친구가 고민,normal
8981,또 다시 이별을 맞았네,normal
8982,문자 보내놓은지 어언 한 달.,normal
8983,방심하는게 아니었어,normal
8984,수도가 얼었나 물이 안나와,normal
8985,안녕,normal
8986,혼자 사랑했나봐,normal
8987,한약 먹기 싫어,normal
8988,동성동본으로 헤어질려고 합니다 .,normal
8989,드디어 손 잡음,normal
8990,허리가 계속 아파.,normal
8991,짝남한테 게임 초대 톡 왔음.,normal
8992,설마했던 진짜 이별,normal
8993,짝사랑 끝내고 나니 마음이 공허하다.,normal
8994,봄 타나 봄.,normal
8995,우울하네,normal
8996,사랑해서 그렇다는데 말이 안돼,normal
8997,이별에 힘드신 남자분들 이 글 보시고 힘내세.,normal
8998,어느덧 이별 5주차,normal
8999,세상에서 제일 이뻣던 내 전 여자친구에게,normal
9000,유부남을 좋아하게 됐어.,normal
9001,얼굴만 아는 민망한 사이가 있어,normal
9002,기분이 묘한 하루네,normal
9003,사랑.이별.추억.미련,normal
9004,너무 화나.,normal
9005,귀가 간지러,normal
9006,층간소음 심해,normal
9007,끝까지 참 못난놈!,normal
9008,우리 반 남자애 좋아하게 됨.,normal
9009,인관관계 맺는 게 피곤해,normal
9010,넘어질뻔했어,normal
9011,첫눈에 반함,normal
9012,회사에 완전체가 있어,normal
9013,다 잊고 살아야,normal
9014,생각한 데로 안돼서 고민이다.,normal
9015,나는 꼼꼼한데 여친은 안 꼼꼼해.,normal
9016,2주동안 참을만 했는데,normal
9017,시간을 되돌리고싶다,normal
9018,몸이 무거워,normal
9019,칭찬 좀 해줬으면,normal
9020,남사친이라 쓰고 짝남이라 읽는다.,normal
9021,전남친한테 연락하고 싶어,normal
9022,맛집 다녀왔어,normal
9023,짝녀가 내 톡은 안 읽고 프사 바꿈.,normal
9024,헤어진지 이제 겨우 하루 지났네.,normal
9025,뭣이 중한지 모르겠어,normal
9026,과식했다,normal
9027,똑똑!,normal
9028,사진 정리가 안돼네,normal
9029,15년…안녕,normal
9030,나 폰겜했더니 몇 시간 갔어,normal
9031,오늘따라 보고싶다.,normal
9032,돈 없으면 결혼도 못하겠다.,normal
9033,기댈 수 있는 사람이 이상형이야,normal
9034,굿모닝,normal
9035,이별노래 추천해줘.,normal
9036,아.빌어먹을 이제야 알다니.,normal
9037,헤어지자고하더니 연락이 왔어,normal
9038,성격이 완전 반대야,normal
9039,용기내서 새해인사 했네,normal
9040,이 무리에 낀게 잘못인가,normal
9041,눈을 감아도 보고 싶어,normal
9042,폰이 문젠가,normal
9043,좋다가 밉다가 무한반복,normal
9044,완벽해지는 방법,normal
9045,나 연기 너무 못해 거짓말 못하겠어,normal
9046,헤어진지 43일,normal
9047,생각없이 말했어,normal
9048,몇일만에 또 찾아갔네요,normal
9049,하 너무 힘들어서 그냥 투덜투덜,normal
9050,내 가치관이랑 다른 가치관을 가지고 있는 그 남자를 좋아하는게 힘들어.,normal
9051,가끔 짝남과 연애하는 상상을 해.,normal
9052,겨우 힘든 맘 추스렸는데 연락오네,normal
9053,실망 안시키면 좋겠다,normal
9054,비밀번호 자꾸 바꿔,normal
9055,이러면 안되는 줄 알면서도,normal
9056,이유가 확실해졌네,normal
9057,부모님 선물 추천해줘,normal
9058,셀프웨딩 힘들겠지,normal
9059,문득문득 보고싶어요,normal
9060,하나부터 열까지 챙길게 너무 많아,normal
9061,또 개강이라니,normal
9062,아직도 사랑하는 거 같아,normal
9063,층간소음 때문에 왜 살인이 나는지 알 거 같애,normal
9064,결혼한지 3개월 행복해,normal
9065,짝남 전여친 못잊는거 보는게 너무 맘이 아파.,normal
9066,돈 모으는 재미가 있네.,normal
9067,오락가락하네,normal
9068,동기는 진급하는데,normal
9069,또 한번의 무너짐,normal
9070,자신과의 싸움중에서 이제 이틀째 날,normal
9071,결국 헤어졌네,normal
9072,진짜 잠 좀 자고 싶네,normal
9073,아빠가 술 좀 끊었으면,normal
9074,휴대폰 켜면서 기대하는 것 좀 그만하고 싶네,normal
9075,지금 가장 힘든 거는,normal
9076,여자 어디서 만나,normal
9077,좋아하는 사람이 여러명인데 괜찮겠지.,normal
9078,힘든 하루,normal
9079,현재를 즐기면서 살고 싶다.,normal
9080,슈퍼문이야,normal
9081,무엇을 하든 늘 따라다니는 너,normal
9082,휴대폰 용량 없다,normal
9083,운동해도 살이 안 빠져,normal
9084,이제는 숨막히고 괴로운건 좀 무뎌졌는데,normal
9085,어떻게 헤어져,normal
9086,호감 가는 인상,normal
9087,우정이 뭘까,normal
9088,오늘부터 짝사랑을 끝내려 합니다.,normal
9089,피크닉 가고 싶다,normal
9090,가벼워졌다고 생각했는데,normal
9091,우린 운명이었어,normal
9092,계속 사랑하고 싶다,normal
9093,상처 안 받고 싶다,normal
9094,마지막 문자 아직도 가지고 있어,normal
9095,작년오늘.,normal
9096,포기하니 공허하네.,normal
9097,카톡할 친구가 없네,normal
9098,연락 자주 하는데 친군가,normal
9099,건강이 최고,normal
9100,사실 사랑이 뭔지 아직도 모르겠어,normal
9101,나 죽을 뻔함,normal
9102,시원한 냉면 먹고 싶어,normal
9103,끝까지 함께 할 거라 믿었는데,normal
9104,머릿속이 복잡해,normal
9105,썸 타던 남자가 답장이 안와,normal
9106,내 이상형이 뭔지 모르겠어.,normal
9107,보고 싶다고 하네,normal
9108,선풍기 틀어도 더워,normal
9109,이어폰 까먹지 말고 사야지,normal
9110,오늘도 집에만 있을 예정,normal
9111,재택근무 힘들다,normal
9112,드라마나 보면서 놀고 싶다.,normal
9113,정말. 정말 쉽지가 않네. 이럴 땐 어떡해야 할까,normal
9114,불타올랐다가 식었어,normal
9115,이별한지 2달 다 되어갑니다.,normal
9116,그냥 고백할걸,normal
9117,썸 중인거 이야기할까,normal
9118,여자친구가 나를 sns에 올리지 않아서 서운해.,normal
9119,하라고 할때는 공부하기 싫었는데.,normal
9120,등록금 너무 비싸다. 허리 휨,normal
9121,아직도 남았나봐,normal
9122,컴퓨터가 느려졌어,normal
9123,화를 내는 법을 알고 싶어,normal
9124,자다 깨다 해,normal
9125,시험 공부 큰일,normal
9126,이별 중독,normal
9127,항상 내편이 생겨서 좋아,normal
9128,망상이제일짜증나고 미치네.,normal
9129,정말 미안하다 말밖에는,normal
9130,몇 달을 좋아했는데 달라진게 없어요.,normal
9131,랜선 집사됐어,normal
9132,홀로술한잔하며. .,normal
9133,어떻게 서류에서부터 계속 떨어져,normal
9134,뭔가 배워볼까,normal
9135,생생한 꿈,normal
9136,역류성 식도염 온 거 같아.,normal
9137,왜 갈수록 더 생각나지,normal
9138,짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.,normal
9139,쇼핑 중독인가봐,normal
9140,돈이 없네,normal
9141,많이 괜찮아졌다고 생각했는데,normal
9142,사람들은 왜 이렇게 날 힘들게 할까,normal
9143,카페 알바 면접 간다,normal
9144,사랑이 끝나고 나서,normal
9145,가슴 뛰는 사랑,normal
9146,일 끝나면 그냥 쉬고 싶어,normal
9147,밤새 그리워서 편지 썼어,normal
9148,회 먹어야지,normal
9149,양말 구멍 났다,normal
9150,나랑 썸타는 애가 영화보재.,normal
9151,바람,normal
9152,오늘 짝남 만나는데 뭐 입지.,normal
9153,안경 말고 렌즈 껴야겠어,normal
9154,발목 삐끗했어,normal
9155,구짝남한테 카톡했는데 읽씹해서 미련 없이 차단했어요.,normal
9156,사귀면 좋을까,normal
9157,오늘 이별하러가!,normal
9158,면허 딸까봐,normal
9159,3년 연애의 끝,normal
9160,전화하면서 잠들고 싶다.,normal
9161,이상한 사람이 자꾸 쳐다봐,normal
9162,인정받으려면 어떻게 해야 하나,normal
9163,안녕을 고하며,normal
9164,비정규직은 사람도 아닌가,normal
9165,제 친구가 그러더라구,normal
9166,간식 추천,normal
9167,썸말고 사귀고 싶어,normal
9168,짝사랑 시작하고 감정 기복이 심해.,normal
9169,은퇴가 멀지 않은 것 같아,normal
9170,그냥 다 포기하려구,normal
9171,커피 말고 뭐 마시지,normal
9172,헤어진지 한 달 조금 넘었는데 여전히 힘드네,normal
9173,짝녀가 내가 좋아하는 걸 알아버렸어.,normal
9174,2년 다되가는 연애 끝.,normal
9175,썸인지 착각인지,normal
9176,친구랑 힐링하고 왔어,normal
9177,아휴~ 싱숭생숭한 하루,normal
9178,곧 500일을 앞두고 헤어졌어.,normal
9179,전과했어,normal
9180,드레스룸 있으면 좋겠다.,normal
9181,자기 소개 어떻게 해,normal
9182,죽고싶네,normal
9183,이젠 괜찮을 줄 알았어.,normal
9184,헤어진지 2달째,normal
9185,드레스 입어보는 거 재밌어!,normal
9186,여행 와서 짝남 선물 살까 하는데,normal
9187,가슴 한편이 꾹꾹하네,normal
9188,이 여자 유부녀인가,normal
9189,중요한 발표 기다리고 있어,normal
9190,이젠 놓아줘야 할 때인가 보다,normal
9191,먹을 거 하나도 없어,normal
9192,내가 좋아하는 사람이 나를 좋아하는지 모르겠어.,normal
9193,외국어는 필수인가,normal
9194,내가 나쁜놈인가.,normal
9195,감기 들 거 같애,normal
9196,깡 마른 거 같아,normal
9197,발렌타인데이 선물 비싸,normal
9198,크리스마스가 더 가까워지니까 속이 답답해지네,normal
9199,썸에서 발전하고 싶어,normal
9200,전 결국 밑바닥까지 보고말았습니다,normal
9201,다리가 덜덜 떨려,normal
9202,내 마음에 마지막 인사,normal
9203,여자친구가 잠이 너무 많아.,normal
9204,많이 사랑 했나보다,normal
9205,살 쪄서 교복이 껴,normal
9206,인연은 항상 소중한 거겠지,normal
9207,비오는날,normal
9208,넘 많이 먹었다.,normal
9209,기다림 속에 갇혀 있어,normal
9210,요즘 나 왜 이러지,normal
9211,돌겠다,normal
9212,음악 들으면서 잊으려고,normal
9213,이별후 느끼는 감정들이 단계별로 있는거 같네,normal
9214,보일러 틀어놓고 나왔어.,normal
9215,그녀 생일,normal
9216,투자라고 생각 할 수도 있지,normal
9217,썸이었으면 좋겠어,normal
9218,내가 참 못난거 같아,normal
9219,헤어져야 하는걸 아는데 그사람을 보낼 수가 없네,normal
9220,학벌이 중요한가,normal
9221,노처녀인데 자꾸 화 낸다,normal
9222,시험 준비 빨리 끝났으면,normal
9223,한약은 왜이렇게 쓰지,normal
9224,머 좀 물을게,normal
9225,지금 내가 해야 할 것,normal
9226,반딧불이 보고싶다,normal
9227,시험 왜 안 없어지지,normal
9228,교회에서 만났어,normal
9229,고백 언제 하지,normal
9230,오늘 꿈에는 짝남이 나왔으면.,normal
9231,썸인가,normal
9232,만난지 얼마 안됐는데 고백받았어,normal
9233,바보같은 짓을 했어.,normal
9234,말투가 맘에 안들어,normal
9235,염색이나 해야지,normal
9236,코 앞이 재회.,normal
9237,큰 시험 앞두고 짝사랑 하는 사랑이 생겼어요.,normal
9238,이별은 결국엔 가치의 문제네.,normal
9239,연차 내고 누워만 있네,normal
9240,내가 좋아하는 사람이 누구를 좋아하는지 궁금해.,normal
9241,여자친구가 예쁜데 착하기까지해,normal
9242,다시 우울.,normal
9243,좋아하는 사람이 날 너무 편하게 생각해.,normal
9244,노는 것 좋아하는 여자 이쁜데 좀 그래.,normal
9245,지독하고 질긴 인연을 끝내려고 해,normal
9246,엄청 로맨틱해,normal
9247,다시 차단해야만 하는군,normal
9248,썸 타는 여자가 있는데,normal
9249,커피향,normal
9250,자꾸 나약하게 느껴져,normal
9251,할 수 있는 일이 이것뿐이라서,normal
9252,세상이 아름다워 보여,normal
9253,봄 타나 봄.,normal
9254,나랑 놀아줘,normal
9255,이런 친구들이있다는 걸 다시 느끼게해준 너.,normal
9256,오늘 이별했습니다,normal
9257,참 힘들다,normal
9258,가족들이랑 서먹해,normal
9259,사랑하는데 꼭 결혼해야할지는 모르겠어요,normal
9260,그냥 보고싶다,normal
9261,1년동거 끝에 헤어짐,normal
9262,드디어 정리했네,normal
9263,너한테 쓰는 편지,normal
9264,생각이 자꾸 나,normal
9265,손톱 정리 좀 할까,normal
9266,이별,normal
9267,오늘도 짝남이 멋졌어.,normal
9268,군인입니다 환승이별.,normal
9269,연애 관계도 망,normal
9270,내가 좋아하는 사람이 날 좋아했으면 좋겠어.,normal
9271,혼밥하고 있어,normal
9272,사랑해 보고싶어,normal
9273,열나고 아파,normal
9274,헤어지고 시간이 흐르는게 무서워,normal
9275,치킨 시켜야지,normal
9276,우리집 망했다,normal
9277,물리치료 받아야 하나,normal
9278,머리스타일 어떻게 바꾸지,normal
9279,사람 일 죽으란 법은 없겠지,normal
9280,월요일도 아닌데 차가 너무 많아.,normal
9281,월급에 비해 근무시간이 너무 긴 거 같애,normal
9282,나중에 뭐할까 고민이야,normal
9283,낌새가 있더니 딱 걸렸어,normal
9284,이별 후 새로운 사람 찾아,normal
9285,여자친구가 말을 듣기 좋게 해,normal
9286,내일 발표인데 떨려,normal
9287,또 다시 이별,normal
9288,기분 나쁜 농담을 계속하고 있어,normal
9289,청첩장을 찍는 날이 오다니,normal
9290,남편이 자꾸 만져,normal
9291,지금 여친을 별로 안좋아하는 것 같아.,normal
9292,차 기름값이 또 올랐네,normal
9293,이제 정리하려고 합니다.,normal
9294,핸드폰 바꾸고 싶다,normal
9295,정신이 없어,normal
9296,난 안돼 난 못 받아들여 제발,normal
9297,환경 때문에 헤어진 여자친구,normal
9298,뜨끈한 온천가고 싶다.,normal
9299,이별한지 10일차 점점 나아지고 있습니다.,normal
9300,컴터 고장났나봐,normal
9301,감정싸움 그만하고 싶어,normal
9302,이렇게 두번 배신하고 힘들게 할줄이야,normal
9303,1년만의 연애가 끝났네,normal
9304,sns에서 다른 이성이랑 대화하는걸 보니 화가 나,normal
9305,썸 탈 때 더 잘해주는 건 뭐임,normal
9306,바나나 먹고 싶다.,normal
9307,헤어졌는데만나자는건,normal
9308,이별후 10개월 만의 연락. 그후.,normal
9309,헤어진지1년,normal
9310,머리와 가슴이 따로놉니다,normal
9311,우리 반 남자애를 좋아하는데,normal
